word1	word2	label	fold
magnitude	beverage	False	test
casket	container	True	test
cynicism	feeling	True	test
thoroughfare	alley	False	test
zeal	feeling	True	test
waterfowl	animal	True	test
marker	bookmark	False	test
furniture	shark	False	test
psychoanalysis	work	True	test
mammal	biochemistry	False	test
advocate	spokeswoman	False	test
infant	relative	True	test
grandfather	grandparent	True	test
fruit	olive	False	test
occupation	pharmacy	False	test
clinician	professional	True	test
dryer	commodity	True	test
title	text	True	test
bed	insect	False	test
bug	animal	True	test
hamster	science	False	test
illness	mesothelioma	False	test
rugby	game	True	test
neurology	science	True	test
mob	crowd	True	test
vertebrate	woodpecker	False	test
python	vertebrate	True	test
swan	symbol	False	test
hose	commodity	True	test
comic	entertainer	True	test
vehicle	parser	False	test
declaration	statement	True	test
prefecture	district	True	test
feeling	benzodiazepine	False	test
performer	comic	False	test
horse	science	False	test
neuroscience	science	True	test
jewelry	decoration	True	test
jet	vehicle	True	test
vehicle	milk	False	test
bonnet	vehicle	False	test
animal	turkey	False	test
eagle	vertebrate	True	test
payment	solid	False	test
chicken	solid	True	test
ache	pain	True	test
storm	solid	False	test
magpie	science	False	test
musician	road	False	test
woman	math	False	test
envy	feeling	True	test
breeze	wind	True	test
sailor	privateer	False	test
stag	mammal	True	test
sedan	tissue	False	test
occupation	vertebrate	False	test
bottle	throne	False	test
payment	royalty	False	test
progenitor	ancestor	True	test
turbine	engine	True	test
software	food	False	test
vehicle	worker	False	test
documentation	information	True	test
discipline	anatomy	False	test
spear	weapon	True	test
medication	drug	True	test
writer	armchair	False	test
food	reimbursement	False	test
food	woman	False	test
liquid	progenitor	False	test
humankind	vertebrate	True	test
shellfish	emotion	False	test
misfortune	mom	False	test
discipline	limb	False	test
worker	traveler	False	test
mesothelioma	disease	True	test
counterattack	attack	True	test
psychology	science	True	test
whiskey	fluid	True	test
meal	sport	False	test
pirate	adult	False	test
document	affidavit	False	test
teacher	professional	True	test
archbishop	garment	False	test
fabric	velvet	False	test
lesbian	dyke	False	test
food	spaghetti	False	test
bonnet	commodity	True	test
ambassador	worker	True	test
gorge	valley	True	test
assortment	collection	True	test
discipline	geology	False	test
dog	greyhound	False	test
vertebrate	pheasant	False	test
fish	kestrel	False	test
mammal	machine	False	test
serviceman	soldier	False	test
enzymology	biochemistry	True	test
visualisation	representation	True	test
shirt	thoroughfare	False	test
coaching	chart	False	test
gunboat	vehicle	True	test
animosity	feeling	True	test
motorist	driver	True	test
cow	chocolate	False	test
underwear	lingerie	False	test
professorship	occupation	True	test
ambassador	diplomat	True	test
beard	hair	True	test
sherry	cancer	False	test
whisky	fluid	True	test
smallpox	illness	True	test
adrenaline	integer	False	test
bead	jewelry	True	test
hostel	lingerie	False	test
crusade	therapy	False	test
adrenaline	neurotransmitter	True	test
spaghetti	workman	False	test
buffalo	mammal	True	test
curve	publication	False	test
music	reggae	False	test
observatory	building	True	test
baroness	aristocrat	True	test
jacket	garment	True	test
standing	animal	False	test
pizza	food	True	test
etching	discipline	False	test
seafood	mackerel	False	test
champagne	alcohol	True	test
communicator	writer	False	test
indemnity	security	True	test
crew	aircrew	False	test
housing	monastery	False	test
hydrocarbon	statement	False	test
worker	pilot	False	test
safari	travel	True	test
warbler	performer	True	test
engineering	occupation	True	test
porter	worker	True	test
reelection	election	True	test
bounty	payment	True	test
cameraman	artist	True	test
postcard	mail	True	test
fear	ecologist	False	test
commodity	kilt	False	test
nerve	tissue	True	test
turkey	animal	True	test
excuse	physician	False	test
winger	athlete	True	test
wave	tsunami	False	test
corridor	passageway	True	test
humanist	scholar	True	test
condominium	housing	True	test
nurse	amphibian	False	test
thunderstorm	storm	True	test
priest	secretariat	False	test
value	idea	True	test
equipment	parachute	False	test
performer	mime	False	test
player	instrument	False	test
radius	magnitude	True	test
border	boundary	True	test
discipline	psychotherapy	False	test
aesthetic	doctrine	True	test
science	alga	False	test
laptop	machine	True	test
club	organization	True	test
doctrine	privateer	False	test
remorse	feeling	True	test
fairytale	narrative	True	test
organization	math	False	test
vintage	liquid	True	test
animal	bitterness	False	test
alcohol	psychology	False	test
cowboy	workman	True	test
bag	collagen	False	test
ant	insect	True	test
beverage	fluid	True	test
candy	food	True	test
information	corporation	False	test
liquor	odyssey	False	test
ship	tanker	False	test
carnivore	glider	False	test
song	piper	False	test
song	music	True	test
vintage	beverage	True	test
vandalism	mischief	True	test
care	radiotherapy	False	test
quarterback	player	True	test
compass	instrument	True	test
liquid	standing	False	test
aircraft	vehicle	True	test
conjecture	idea	True	test
kangaroo	mammal	True	test
royalty	payment	True	test
potato	vegetable	True	test
shark	fish	True	test
salesman	worker	True	test
food	sandwich	False	test
word	emotion	False	test
thrill	emotion	True	test
animal	snake	False	test
mammal	cat	False	test
heterogeneity	discipline	False	test
kangaroo	castle	False	test
animal	magpie	False	test
orchid	flower	True	test
vicar	priest	True	test
ox	animal	True	test
lobster	seafood	True	test
clubhouse	building	True	test
wife	spouse	True	test
sherry	liquid	True	test
phenomenon	compensation	False	test
era	pine	False	test
system	military	False	test
pram	vehicle	True	test
software	fruit	False	test
officer	serviceman	True	test
pancreas	coach	False	test
firm	business	True	test
piper	performer	True	test
apprehension	offspring	False	test
range	magnitude	True	test
greyhound	hound	True	test
rainwater	water	True	test
vertebrate	spear	False	test
luncheon	meal	True	test
overpayment	therapist	False	test
animal	bug	False	test
symptom	spasm	False	test
stallion	animal	True	test
house	serviceman	False	test
member	regent	False	test
jewel	gunboat	False	test
geometry	emotion	False	test
miner	officer	False	test
intranet	negation	False	test
terminal	facility	True	test
platter	ware	True	test
laptop	computer	True	test
sensation	information	False	test
carcinoma	tumor	True	test
bird	snake	False	test
hawk	animal	True	test
airman	sociology	False	test
hardness	consistency	True	test
lymphoma	tumor	True	test
compost	mixture	True	test
workbook	publication	True	test
aircraft	insect	False	test
uterus	organ	True	test
wood	maple	False	test
area	cameraman	False	test
swine	humankind	False	test
jam	trait	False	test
toad	animal	True	test
firearm	weapon	True	test
ipod	system	True	test
wife	coupe	False	test
diplomat	ambassador	False	test
turnpike	gate	True	test
container	teacher	False	test
editor	worker	True	test
walk	vehicle	False	test
falsehood	flea	False	test
integer	animal	False	test
subcontractor	cassette	False	test
antiquity	era	True	test
reel	equipment	True	test
animal	maggot	False	test
caring	bacterium	False	test
parent	relative	True	test
integer	fish	False	test
aneurysm	disorder	True	test
ban	performer	False	test
disease	gall	False	test
maple	wood	True	test
player	batsman	False	test
meal	supper	False	test
ecstasy	feeling	True	test
jewelry	computer	False	test
instrument	royalty	False	test
bailiff	worker	True	test
protein	kilt	False	test
kilt	clothing	True	test
tower	aneurysm	False	test
writer	poet	False	test
final	cotton	False	test
aide	serviceman	True	test
wrath	science	False	test
entertainer	leg	False	test
mammal	bitterness	False	test
poet	writer	True	test
institution	seminary	False	test
son	hospital	False	test
gun	crusade	False	test
gentry	people	True	test
room	classroom	False	test
bag	rucksack	False	test
horseman	rider	True	test
aphid	insect	True	test
agony	decoration	False	test
weakening	invertebrate	False	test
checklist	information	True	test
stereo	equipment	True	test
thermostat	regulator	True	test
bonnet	clothing	True	test
inn	building	True	test
reptile	list	False	test
sloop	vehicle	True	test
traction	influenza	False	test
brethren	organization	True	test
bird	hawk	False	test
electronics	professional	False	test
archbishop	priest	True	test
offspring	son	False	test
anatomy	discipline	True	test
mammal	chimpanzee	False	test
woodpecker	animal	True	test
feeling	relief	False	test
tower	turret	False	test
list	enumeration	False	test
boat	cost	False	test
theology	greyhound	False	test
drug	benzodiazepine	False	test
petroleum	payment	False	test
greyhound	collection	False	test
writer	dramatist	False	test
idea	value	False	test
emotion	displeasure	False	test
animal	color	False	test
molecule	toast	False	test
ticket	document	True	test
spacecraft	equipment	True	test
vicar	suit	False	test
parody	caricature	True	test
convent	dwelling	True	test
champagne	batsman	False	test
rain	phenomenon	True	test
encyclopedia	book	True	test
annals	periodical	True	test
surprise	guesthouse	False	test
snail	animal	True	test
spaghetti	forearm	False	test
beverage	panda	False	test
clergyman	vicar	False	test
enzyme	animal	False	test
vicar	bottle	False	test
leg	limb	True	test
fluid	beverage	False	test
animal	gasoline	False	test
washer	worker	True	test
science	math	False	test
enclosure	cage	False	test
housing	criminal	False	test
emotion	fright	False	test
communicator	cradle	False	test
penguin	seabird	True	test
violinist	entertainer	True	test
pigeon	vertebrate	True	test
music	concerto	False	test
empress	chemical	False	test
chancellor	basket	False	test
knife	tool	True	test
animal	receptionist	False	test
stipend	payment	True	test
jewelry	freeware	False	test
receiver	equipment	True	test
parser	software	True	test
organization	department	False	test
herpes	disease	True	test
aircrew	playlist	False	test
performer	commodity	False	test
pearl	jewel	True	test
guesthouse	housing	True	test
biplane	airplane	True	test
cairn	symbol	True	test
relative	parent	False	test
edge	boundary	True	test
science	artery	False	test
work	bird	False	test
procedure	melon	False	test
insect	illness	False	test
dish	integer	False	test
gauge	instrument	True	test
clubhouse	poem	False	test
archbishop	clergyman	True	test
kestrel	worker	False	test
microbiology	biology	True	test
pilgrimage	crew	False	test
sadness	feeling	True	test
migraine	ache	True	test
knuckle	joint	True	test
therapy	machine	False	test
crocodile	animal	True	test
conservatism	attitude	True	test
beverage	whisky	False	test
eating	consumption	True	test
cellist	entertainer	True	test
penthouse	housing	True	test
traveler	performer	False	test
criminal	bird	False	test
therapy	son	False	test
information	propaganda	False	test
rum	fluid	True	test
vi	digit	True	test
arithmetic	discipline	True	test
reggae	music	True	test
professional	craftsman	False	test
psychoanalysis	cow	False	test
cocktail	affection	False	test
experiment	research	True	test
holly	tree	True	test
entertainer	artiste	False	test
baronetcy	status	True	test
ant	invertebrate	True	test
clothing	tie	False	test
color	green	False	test
chocolate	food	True	test
animal	ship	False	test
rodent	vole	False	test
house	castle	False	test
spoon	immigration	False	test
pearl	jewelry	True	test
interoperability	height	False	test
disease	diabetes	False	test
binder	notary	False	test
commodity	stocking	False	test
infant	investor	False	test
suburb	district	True	test
term	telly	False	test
initiation	ceremony	True	test
tumour	luncheon	False	test
aqueduct	pianist	False	test
discipline	logic	False	test
piper	entertainer	True	test
greyhound	symphony	False	test
liquid	liquor	False	test
information	waitress	False	test
armament	people	False	test
animosity	emotion	True	test
art	cost	False	test
commodity	annals	False	test
knife	raven	False	test
bassist	entertainer	True	test
heat	energy	True	test
melanoma	note	False	test
beech	artillery	False	test
petal	neurology	False	test
autobiography	feeling	False	test
phenomenon	mishap	False	test
soprano	entertainer	True	test
funeral	ceremony	True	test
biotechnology	discipline	True	test
workplace	snippet	False	test
turquoise	crystal	True	test
spiral	curve	True	test
checklist	list	True	test
sixty	integer	True	test
seafood	herring	False	test
calf	animal	True	test
water	seawater	False	test
athlete	filly	False	test
polyethylene	resin	True	test
integer	eleven	False	test
psychotherapy	science	True	test
trait	competitiveness	False	test
commodity	dryer	False	test
bead	performer	False	test
cellulose	chemical	True	test
bronze	alloy	True	test
kangaroo	animal	True	test
bend	curve	True	test
handgun	worker	False	test
baritone	adrenaline	False	test
ape	animal	True	test
cosmology	relief	False	test
vegetable	artiste	False	test
tree	holly	False	test
chilli	vegetable	True	test
scapegoat	temperament	False	test
bureau	organization	True	test
wader	vertebrate	True	test
felony	transgression	True	test
dancer	autobiography	False	test
church	fence	False	test
decrease	change	True	test
bull	mammal	True	test
holly	official	False	test
cost	vegetable	False	test
vial	commodity	False	test
coupe	pc	False	test
floor	surface	True	test
sandwich	food	True	test
aircrew	crew	True	test
typography	occupation	True	test
jelly	food	True	test
pc	food	False	test
beverage	symbol	False	test
offspring	granddaughter	False	test
whisky	traveler	False	test
bird	freeway	False	test
molecule	lipid	False	test
crystal	malaria	False	test
transaction	investing	False	test
cat	drone	False	test
site	reptile	False	test
sunlight	statement	False	test
horse	mammal	True	test
owl	bird	True	test
soldier	serviceman	True	test
monoclonal	molecule	True	test
food	gun	False	test
performer	vocalist	False	test
relative	son	False	test
vertebrate	corporation	False	test
temperament	trait	True	test
woodpecker	bird	True	test
daddy	parent	True	test
ant	spokeswoman	False	test
ape	book	False	test
cleaning	animal	False	test
discipline	geometry	False	test
baby	offspring	True	test
liquor	fluid	True	test
official	grandmother	False	test
bungalow	housing	True	test
height	dimension	True	test
chick	vertebrate	True	test
enzyme	molecule	True	test
feeling	animosity	False	test
jigsaw	machine	True	test
roast	meat	True	test
liqueur	ten	False	test
saying	slogan	False	test
cockroach	invertebrate	True	test
hawk	bird	True	test
adult	nanny	False	test
wife	beer	False	test
liqueur	feeling	False	test
stepmother	ancestor	True	test
miner	workman	True	test
sensation	molecule	False	test
analogy	inference	True	test
toast	antibiotic	False	test
sweetness	sensation	True	test
rhino	vertebrate	True	test
batsman	athlete	True	test
scientist	henchman	False	test
liquid	beer	False	test
message	occupation	False	test
lunch	meal	True	test
fluid	whiskey	False	test
stag	virus	False	test
transplantation	procedure	True	test
performer	comedian	False	test
collagen	shopkeeper	False	test
monarch	ruler	True	test
room	sauna	False	test
secretariat	carbon	False	test
vertebrate	animal	True	test
vehicle	trolley	False	test
signal	walnut	False	test
maize	herb	True	test
armament	cannon	False	test
wolf	vertebrate	True	test
tern	discipline	False	test
dwelling	chateau	False	test
bookshop	shop	True	test
misfortune	catastrophe	False	test
vertebrate	organization	False	test
facade	surface	True	test
disease	colt	False	test
building	castle	False	test
tour	travel	True	test
collection	parasite	False	test
elm	tree	True	test
surgeon	professional	True	test
adult	instrument	False	test
tower	silo	False	test
commodity	sweater	False	test
charity	institution	True	test
sedan	vehicle	True	test
pesticide	cabbage	False	test
influenza	staple	False	test
humanism	doctrine	True	test
berry	diplomat	False	test
felony	panda	False	test
hamster	rodent	True	test
passion	feeling	True	test
interoperability	ability	True	test
machine	biochemistry	False	test
sack	bag	True	test
firm	organization	True	test
leprosy	kestrel	False	test
science	wheat	False	test
birthday	anniversary	True	test
dormitory	building	True	test
netball	sport	False	test
seaplane	crystal	False	test
missile	instrument	True	test
spaghetti	pasta	True	test
electronics	discipline	True	test
handgun	weapon	True	test
animal	invertebrate	False	test
business	meal	False	test
discipline	neuroscience	False	test
glider	aircraft	True	test
surface	screen	False	test
mime	fairytale	False	test
therapy	building	False	test
school	gymnasium	False	test
telescope	instrument	True	test
mesothelioma	ambassador	False	test
carbohydrate	cellulose	False	test
football	game	True	test
carpenter	worker	True	test
physician	professional	True	test
workman	porter	False	test
fluid	record	False	test
knee	joint	True	test
asthma	motel	False	test
gall	disease	True	test
performer	physiotherapy	False	test
dad	animal	False	test
gasoline	hydrocarbon	True	test
housekeeper	servant	True	test
receptionist	schoolmaster	False	test
dolphin	animal	True	test
feeling	love	False	test
laboratory	workplace	True	test
protein	molecule	True	test
soprano	singer	True	test
beverage	tea	False	test
tench	fish	True	test
lamb	animal	True	test
bull	highway	False	test
warbler	singer	True	test
pilot	worker	True	test
musket	gun	True	test
mischief	vandalism	False	test
empress	ruler	True	test
rodent	animal	True	test
animal	dorm	False	test
monastery	house	True	test
projectile	limb	False	test
antibiotic	penicillin	False	test
chimpanzee	mammal	True	test
mammal	fox	False	test
commission	organization	True	test
waiter	employee	True	test
anaesthetic	drug	True	test
alderman	representative	True	test
housing	percussionist	False	test
turret	tower	True	test
calamity	misfortune	True	test
liquid	jewelry	False	test
underside	boundary	True	test
firm	publisher	False	test
protein	collagen	False	test
badminton	sport	True	test
house	priory	False	test
bear	vertebrate	True	test
payment	wage	False	test
dryer	cottage	False	test
roofing	equipment	True	test
butcher	merchant	True	test
athlete	swimmer	False	test
vehicle	bike	False	test
soprano	performer	True	test
lingerie	payer	False	test
machine	pc	False	test
word	flu	False	test
warrant	document	True	test
vehicle	sloop	False	test
ape	mammal	True	test
heroism	melanoma	False	test
representative	alderman	False	test
puppy	employee	False	test
charcoal	carbon	True	test
moratorium	valley	False	test
chalet	house	True	test
phenomenon	rain	False	test
percussionist	performer	True	test
mare	horse	True	test
leader	rider	False	test
snake	chemical	False	test
economics	discipline	True	test
mammal	boar	False	test
therapy	care	True	test
sundial	instrument	True	test
liqueur	beverage	True	test
idea	fender	False	test
mail	message	True	test
secret	information	True	test
marquee	tent	True	test
bookmark	marker	True	test
trait	goose	False	test
invertebrate	animal	True	test
sunlight	dealer	False	test
container	disease	False	test
animal	vertebrate	False	test
cracker	food	True	test
frigate	vehicle	True	test
medium	animal	False	test
seaplane	vehicle	True	test
housing	guesthouse	False	test
seaman	sailor	True	test
organization	club	False	test
hedgehog	rodent	True	test
nipple	organ	True	test
tree	almond	False	test
trolley	vehicle	True	test
pear	fruit	True	test
council	organization	True	test
dragonfly	oil	False	test
storm	typhoon	False	test
diabetes	disease	True	test
murderer	competitiveness	False	test
salmon	fish	True	test
vertebrate	cow	False	test
hamlet	community	True	test
pilgrimage	journey	True	test
castle	housing	True	test
potato	foreman	False	test
immunology	investment	False	test
pipe	conduit	True	test
handgun	instrument	True	test
turkey	bird	True	test
bowling	game	True	test
wolf	carnivore	True	test
phenomenon	fluorescence	False	test
jurisprudence	discipline	True	test
house	building	True	test
artillery	armament	True	test
fork	ware	True	test
slogan	mixture	False	test
relative	leader	False	test
soloist	musician	True	test
galley	vehicle	True	test
cancer	mesothelioma	False	test
seafood	worker	False	test
term	word	True	test
surprise	feeling	True	test
professorship	misfortune	False	test
yesterday	day	True	test
gym	facility	True	test
explanation	spore	False	test
fuel	tumor	False	test
liqueur	alcohol	True	test
biochemistry	enzymology	False	test
parapet	wall	True	test
salesman	employee	True	test
disease	herpes	False	test
hospital	building	True	test
gathering	seminar	False	test
traction	phenomenon	True	test
liquid	sherry	False	test
mater	turret	False	test
container	technician	False	test
anaesthetist	adult	True	test
limousine	vehicle	True	test
anaesthetist	professional	True	test
biologist	scientist	True	test
nanny	adult	True	test
collagen	molecule	True	test
motorcycle	karaoke	False	test
bug	invertebrate	True	test
worker	phenomenon	False	test
performer	drummer	False	test
disorder	hysteria	False	test
missile	vole	False	test
boulevard	thoroughfare	True	test
metro	railway	True	test
volleyball	game	True	test
vehicle	invertebrate	False	test
racing	sport	True	test
symphony	sonata	True	test
handset	equipment	True	test
publication	workbook	False	test
gent	entertainer	False	test
solid	quartz	False	test
memorandum	racing	False	test
section	preamble	False	test
terror	emotion	True	test
beer	liquid	True	test
spear	instrument	True	test
end	inn	False	test
treatment	radiotherapy	False	test
golfer	player	True	test
logo	symbol	True	test
inference	vehicle	False	test
champagne	etching	False	test
yesterday	discipline	False	test
alga	garment	False	test
wage	payment	True	test
odour	sensation	True	test
encyclopedia	ale	False	test
logic	crime	False	test
drug	jurisprudence	False	test
eagle	bird	True	test
goalkeeper	documentary	False	test
energy	heat	False	test
solid	cookie	False	test
building	observatory	False	test
tomorrow	day	True	test
feeling	serviceman	False	test
attitude	bookshop	False	test
clergyman	archbishop	False	test
child	sherry	False	test
walnut	nut	True	test
greyhound	animal	True	test
lingerie	remorse	False	test
athlete	spokeswoman	False	test
technician	worker	True	test
workplace	studio	False	test
entertainer	cellist	False	test
olive	fruit	True	test
athlete	cricketer	False	test
son	relative	True	test
scientist	dad	False	test
revolver	animal	False	test
enzyme	chick	False	test
son	offspring	True	test
mail	postcard	False	test
catastrophe	misfortune	True	test
tortoise	joint	False	test
bamboo	wood	True	test
tissue	animal	False	test
dimension	castle	False	test
rucksack	bag	True	test
symbol	cairn	False	test
sherry	wine	True	test
kestrel	vertebrate	True	test
vulture	vertebrate	True	test
depth	roadway	False	test
reelection	ache	False	test
building	transaction	False	test
strawberry	berry	True	test
pc	machine	True	test
parenthesis	symbol	True	test
commodity	car	False	test
granny	relative	True	test
jigsaw	alga	False	test
manual	book	True	test
agony	anaesthetist	False	test
skin	tissue	True	test
brother	kinsman	True	test
leukemia	tumor	True	test
pharmacology	man	False	test
food	margarine	False	test
pesticide	beard	False	test
foundry	plant	True	test
conduit	writer	False	test
herring	feeling	False	test
warbler	father	False	test
kestrel	liquor	False	test
building	craftsman	False	test
cellulose	carbohydrate	True	test
telecommunication	crime	False	test
dementia	insanity	True	test
priest	pocket	False	test
memo	note	True	test
tumor	melanoma	False	test
animal	affidavit	False	test
excitement	feeling	True	test
physiotherapist	therapist	True	test
organ	intestine	False	test
tool	screwdriver	False	test
beverage	list	False	test
attack	animal	False	test
geometry	discipline	True	test
chef	worker	True	test
inference	yearning	False	test
editorial	prose	True	test
trouser	garment	True	test
tumor	writer	False	test
electronics	science	True	test
hare	animal	True	test
fright	emotion	True	test
dioxide	military	False	test
sociologist	scientist	True	test
snippet	piece	True	test
rodent	weapon	False	test
fruit	melon	False	test
dramatist	writer	True	test
vehicle	osteoarthritis	False	test
stepfather	ancestor	True	test
dog	mammal	True	test
fresco	art	True	test
host	hostess	False	test
barrier	psychotherapy	False	test
animal	cameraman	False	test
fullback	baronetcy	False	test
memorandum	note	True	test
batsman	player	True	test
adult	physician	False	test
walnut	seed	True	test
priory	tycoon	False	test
dish	container	True	test
funeral	carnivore	False	test
carnivore	ferret	False	test
henchman	criminal	True	test
professional	ruler	False	test
performer	geek	False	test
eatery	building	True	test
illness	tumor	False	test
mesothelioma	cancer	True	test
bourgeoisie	people	True	test
milk	beverage	True	test
parent	daddy	False	test
dagger	instrument	True	test
gasoline	fuel	True	test
lecturer	adult	True	test
panic	fear	True	test
courtroom	room	True	test
integer	rodent	False	test
opening	leak	False	test
submarine	ship	True	test
gorilla	mammal	True	test
mesothelioma	maker	False	test
oyster	animal	True	test
drummer	entertainer	True	test
oncology	discipline	True	test
bridesmaid	woman	True	test
nostalgia	integer	False	test
draft	document	True	test
saying	machine	False	test
emotion	resentment	False	test
wage	airplane	False	test
clothing	karaoke	False	test
governor	politician	True	test
feeling	passion	False	test
fox	vertebrate	True	test
pronoun	word	True	test
chemical	carbonate	False	test
chick	seed	False	test
emotion	anger	False	test
dealer	merchant	True	test
oat	cereal	True	test
windfall	bird	False	test
entertainer	comic	False	test
adult	tree	False	test
sociologist	panda	False	test
tumour	illness	True	test
velocity	rate	True	test
physician	shelter	False	test
rainforest	vegetation	True	test
liquor	liquid	True	test
platter	publication	False	test
classroom	music	False	test
organization	directorate	False	test
nipple	heterogeneity	False	test
sawmill	machine	True	test
artiste	performer	True	test
agony	adult	False	test
wine	road	False	test
amphibian	vehicle	True	test
alloy	bronze	False	test
mischief	hydrocarbon	False	test
competitiveness	tumor	False	test
disorder	symbol	False	test
mariner	ruler	False	test
whiskey	liquor	True	test
road	representative	False	test
payment	overpayment	False	test
reimbursement	payment	True	test
generator	apparatus	True	test
theft	felony	True	test
entertainer	trumpeter	False	test
gemstone	mammal	False	test
inhabitant	resident	False	test
shellfish	seafood	True	test
maggot	larva	True	test
contestant	building	False	test
dog	bulldog	False	test
road	freeway	False	test
jealousy	feeling	True	test
jean	garment	True	test
farmhouse	building	True	test
information	playlist	False	test
sport	equipment	False	test
race	dioxin	False	test
melanoma	cancer	True	test
thoroughfare	boulevard	False	test
illness	tumour	False	test
mammal	disease	False	test
science	neurology	False	test
condominium	gymnasium	False	test
obstruction	performer	False	test
tumor	laborer	False	test
telegraph	apparatus	True	test
geometry	science	True	test
bib	fabric	True	test
longing	feeling	True	test
thirty	integer	True	test
relief	herb	False	test
catcher	psoriasis	False	test
instrument	missile	False	test
pear	weapon	False	test
coupe	vehicle	True	test
apprehension	skating	False	test
tern	vertebrate	True	test
journalist	columnist	False	test
pair	set	True	test
karaoke	entertainment	True	test
maggot	animal	True	test
carnivore	dog	False	test
keyboardist	cricket	False	test
cabbage	toast	False	test
organist	performer	True	test
desk	furniture	True	test
doctrine	aesthetic	False	test
fox	mammal	True	test
immunology	science	True	test
porter	panic	False	test
cosmology	discipline	True	test
lemon	humanist	False	test
dioxin	hydrocarbon	True	test
fillet	glider	False	test
folly	dealer	False	test
beech	tree	True	test
perseverance	trait	True	test
worker	airman	False	test
medium	invertebrate	False	test
privateer	mariner	True	test
biplane	ale	False	test
negation	statement	True	test
monoclonal	protein	True	test
animal	immigration	False	test
antibiotic	drug	True	test
woman	bridesmaid	False	test
dove	people	False	test
porter	workman	True	test
ink	fluid	True	test
melon	fruit	True	test
petroleum	chemical	True	test
nickname	disability	False	test
chimpanzee	vertebrate	True	test
scarf	garment	True	test
penguin	animal	True	test
berry	solid	True	test
gastropod	music	False	test
lady	adult	True	test
chamber	animal	False	test
fingertip	tip	True	test
statement	spouse	False	test
animal	kickoff	False	test
flu	disease	True	test
animal	toad	False	test
adjective	document	False	test
bluegrass	herb	True	test
duck	bird	True	test
symbol	vehicle	False	test
cannon	armament	True	test
moratorium	pause	True	test
shaving	cleaning	True	test
record	spouse	False	test
chemical	benzene	False	test
professional	teacher	False	test
clothing	denim	False	test
discussion	communication	True	test
spaceship	vehicle	True	test
aspirin	drug	True	test
kidnapping	crime	True	test
animal	psychotherapy	False	test
instrument	radar	False	test
helicopter	courthouse	False	test
robin	vertebrate	True	test
invertebrate	ant	False	test
postman	worker	True	test
rat	mammal	True	test
underside	sensation	False	test
cockroach	alcohol	False	test
bulldog	dog	True	test
contest	vertebrate	False	test
beverage	strut	False	test
thief	potato	False	test
parrot	food	False	test
player	physiotherapy	False	test
squid	solid	True	test
tool	fluid	False	test
bird	turkey	False	test
scapegoat	victim	True	test
business	disease	False	test
father	progenitor	True	test
forearm	merchant	False	test
fox	animal	True	test
counterattack	seafood	False	test
palace	electrician	False	test
opening	feeling	False	test
vertex	point	True	test
science	concept	False	test
maggot	muse	False	test
animal	python	False	test
cage	enclosure	True	test
physiology	science	True	test
elite	people	True	test
modifier	word	True	test
dioxide	oxide	True	test
organization	militia	False	test
vehicle	sedan	False	test
swimmer	athlete	True	test
science	employee	False	test
pseudonym	name	True	test
gunboat	boat	True	test
immunology	discipline	True	test
shareholder	investor	True	test
freeway	district	False	test
travel	safari	False	test
goat	mammal	True	test
mistress	woman	True	test
mother	progenitor	True	test
building	potato	False	test
feeling	surprise	False	test
displeasure	emotion	True	test
apprehension	fear	True	test
cannon	artillery	True	test
mammal	intranet	False	test
merchant	shopkeeper	False	test
gasoline	hymn	False	test
horse	animal	True	test
combustion	blaze	False	test
fragrance	sensation	True	test
optimism	feeling	True	test
bird	woman	False	test
bingo	game	True	test
husband	competitiveness	False	test
typhoon	phenomenon	True	test
compensation	publication	False	test
affidavit	document	True	test
chariot	vehicle	True	test
thief	housing	False	test
screwdriver	tool	True	test
dwelling	housing	True	test
preconception	laboratory	False	test
strut	walk	True	test
cocktail	alcohol	True	test
bird	entertainer	False	test
equipment	attorney	False	test
feeling	rum	False	test
fluorescence	phenomenon	True	test
limousine	car	True	test
seabird	vertebrate	True	test
syringe	instrument	True	test
height	quarterback	False	test
theater	building	True	test
travel	algebra	False	test
ban	decree	True	test
bitterness	feeling	True	test
iv	digit	True	test
horse	bear	False	test
soloist	performer	True	test
greyhound	symbol	False	test
liquid	pet	False	test
polymer	chemical	True	test
yellow	protein	False	test
ice	crystal	True	test
light	resident	False	test
entertainer	penguin	False	test
pig	science	False	test
publication	bestseller	False	test
almond	tree	True	test
frustration	terror	False	test
movie	documentary	False	test
comic	performer	True	test
pharmacy	discipline	True	test
competitiveness	screenwriter	False	test
documentary	movie	True	test
quartz	solid	True	test
mishap	phenomenon	True	test
memo	vehicle	False	test
progenitor	dad	False	test
passageway	corridor	False	test
oil	lipid	True	test
roast	salmon	False	test
diplomat	worker	True	test
phenomenon	gale	False	test
tenant	payer	True	test
apathy	magnitude	False	test
insect	cricket	False	test
mollusc	business	False	test
fourteen	integer	True	test
toe	extremity	True	test
croquet	game	True	test
blaze	combustion	True	test
invertebrate	science	False	test
animal	vial	False	test
gale	phenomenon	True	test
businessman	tycoon	False	test
vertebrate	hedgehog	False	test
subcommittee	organization	True	test
disappointment	feeling	True	test
sport	football	False	test
foreman	superior	True	test
solution	migration	False	test
seabird	penguin	False	test
invitation	text	True	test
spinach	herb	True	test
concerto	music	True	test
massage	petroleum	False	test
people	gentry	False	test
deanery	building	True	test
vegan	eater	True	test
alga	microorganism	True	test
