word1	word2	label	relation	fold
oven	good	True	hyper	test
cow	petition	False	other	test
bag	artefact	True	hyper	test
bowl	kitchenware	True	hyper	test
desk	object	True	hyper	test
helicopter	artefact	True	hyper	test
crust	glove	False	other	test
fridge	food	False	other	test
back	glider	False	other	test
instrument	cello	False	other	test
butt	gun	False	other	test
castle	building	True	hyper	test
alligator	creature	True	hyper	test
trouble	carp	False	other	test
freight	sheep	False	other	test
leaf	radish	False	other	test
tiger	animal	True	hyper	test
ambulance	truck	False	other	test
tanker	ferry	False	other	test
mug	kitchenware	True	hyper	test
parsley	vegetable	True	hyper	test
scarf	artifact	True	hyper	test
guitar	trumpet	False	other	test
goat	antelope	False	other	test
banana	food	True	hyper	test
vertebrate	beaver	False	other	test
eagle	predator	True	hyper	test
crow	swan	False	other	test
food	rabbit	False	other	test
saw	artifact	True	hyper	test
iron	spade	False	other	test
pheasant	game	True	hyper	test
salmon	animal	True	hyper	test
villa	habitation	True	hyper	test
giraffe	leg	False	other	test
shell	grenade	False	other	test
stripe	lizard	False	other	test
warehouse	villa	False	other	test
radio	wire	False	other	test
cannon	artifact	True	hyper	test
eagle	vertebrate	True	hyper	test
juice	cranberry	False	other	test
hotel	accommodation	True	hyper	test
shirt	pattern	False	other	test
horse	vertebrate	True	hyper	test
glider	craft	True	hyper	test
oven	device	True	hyper	test
pistol	initiative	False	other	test
produce	coconut	False	other	test
dove	pheasant	False	other	test
cockroach	insect	True	hyper	test
dress	object	True	hyper	test
bomber	aircraft	True	hyper	test
horse	head	False	other	test
van	vehicle	True	hyper	test
bomber	conveyance	True	hyper	test
cod	seafood	True	hyper	test
rabbit	vertebrate	True	hyper	test
bird	owl	False	other	test
tiger	jaw	False	other	test
goldfish	pet	True	hyper	test
rabbit	squirrel	False	other	test
wood	hammer	False	other	test
mackerel	fish	True	hyper	test
pistol	hatchet	False	other	test
cottage	building	True	hyper	test
penguin	creature	True	hyper	test
saxophone	artefact	True	hyper	test
missile	vehicle	True	hyper	test
herring	food	True	hyper	test
rat	lion	False	other	test
fighter	transport	True	hyper	test
pike	sword	False	other	test
artifact	vest	False	other	test
trout	vertebrate	True	hyper	test
rifle	artifact	True	hyper	test
hat	artefact	True	hyper	test
starboard	frigate	False	other	test
turtle	alligator	False	other	test
oven	television	False	other	test
knife	tableware	True	hyper	test
poplar	plant	True	hyper	test
accommodation	cottage	False	other	test
beast	bull	False	other	test
chair	artifact	True	hyper	test
cottage	camera	False	other	test
freezer	television	False	other	test
hawk	head	False	other	test
turnip	root	True	hyper	test
spoon	axe	False	other	test
grenade	object	True	hyper	test
missile	rocket	True	hyper	test
fork	utensil	True	hyper	test
motorcycle	conveyance	True	hyper	test
artefact	sieve	False	other	test
roof	villa	False	other	test
knife	artefact	True	hyper	test
infiltration	deer	False	other	test
carrot	root	True	hyper	test
lock-up	spoon	False	other	test
owl	pigeon	False	other	test
sofa	artifact	True	hyper	test
pine	evergreen	True	hyper	test
missile	weapon	True	hyper	test
good	stereo	False	other	test
pistol	artefact	True	hyper	test
bed	peninsula	False	other	test
vest	clothes	True	hyper	test
bottom	wardrobe	False	other	test
hat	wear	True	hyper	test
carrot	parsley	False	other	test
ear	squirrel	False	other	test
hospital	institution	True	hyper	test
transport	car	False	other	test
truck	transport	True	hyper	test
timetable	frigate	False	other	test
sieve	tool	True	hyper	test
cedar	evergreen	True	hyper	test
beaver	animal	True	hyper	test
saxophone	instrument	True	hyper	test
stereo	artifact	True	hyper	test
catfish	vertebrate	True	hyper	test
demonstration	salmon	False	other	test
stove	migraine	False	other	test
cow	cattle	True	hyper	test
outside	hat	False	other	test
beet	clinician	False	other	test
spinach	food	True	hyper	test
tail	fox	False	other	test
covering	jacket	False	other	test
creature	catfish	False	other	test
stump	pine	False	other	test
hat	clothing	True	hyper	test
commencement	hat	False	other	test
wood	box	False	other	test
bomb	thoroughfare	False	other	test
cow	mammal	True	hyper	test
bear	fur	False	other	test
dial	phone	False	other	test
cushion	chair	False	other	test
hatchet	artefact	True	hyper	test
good	fridge	False	other	test
peach	produce	True	hyper	test
train	artefact	True	hyper	test
jar	object	True	hyper	test
bomb	artefact	True	hyper	test
dress	glove	False	other	test
alligator	frog	False	other	test
mug	artifact	True	hyper	test
robe	ruminant	False	other	test
fish	carp	False	other	test
cow	creature	True	hyper	test
saxophone	artifact	True	hyper	test
fuel	scooter	False	other	test
deer	bullshit	False	other	test
onion	vegetable	True	hyper	test
dog	bear	False	other	test
furnishing	wardrobe	False	other	test
rocket	fighter	False	other	test
trumpet	device	True	hyper	test
jacket	raincoat	False	other	test
cannon	arm	True	hyper	test
rabbit	herbivore	True	hyper	test
rifle	weapon	True	hyper	test
washer	radio	False	other	test
engine	missile	False	other	test
ceiling	villa	False	other	test
bag	accessory	True	hyper	test
fridge	artefact	True	hyper	test
ruminant	goat	False	other	test
pet	turtle	False	other	test
cat	mammal	True	hyper	test
saxophone	fare	False	other	test
shovel	artifact	True	hyper	test
tiger	mammal	True	hyper	test
elephant	vertebrate	True	hyper	test
shirt	hieroglyphic	False	other	test
bee	ant	False	other	test
glove	good	True	hyper	test
bagpipe	guitar	False	other	test
castle	habitation	True	hyper	test
moth	animal	True	hyper	test
sheep	creature	True	hyper	test
chair	wardrobe	False	other	test
construction	cathedral	False	other	test
bed	furnishing	True	hyper	test
train	conveyance	True	hyper	test
carrot	turnip	False	other	test
revolver	weapon	True	hyper	test
skin	pear	False	other	test
onion	dresser	False	other	test
bomber	warplane	True	hyper	test
scooter	necessity	False	other	test
jar	artefact	True	hyper	test
couch	snap	False	other	test
moth	grasshopper	False	other	test
metal	sieve	False	other	test
guy	castle	False	other	test
pigeon	creature	True	hyper	test
pig	beast	True	hyper	test
shirt	garment	True	hyper	test
clothing	scarf	False	other	test
herring	animal	True	hyper	test
achiever	cannon	False	other	test
artifact	hat	False	other	test
robe	good	True	hyper	test
tree	poplar	False	other	test
coyote	carnivore	True	hyper	test
glider	artefact	True	hyper	test
mug	object	True	hyper	test
beast	fox	False	other	test
key	saxophone	False	other	test
fold	sweater	False	other	test
dresser	plating	False	other	test
scale	herring	False	other	test
jam	jar	False	other	test
back	couch	False	other	test
cow	hoof	False	other	test
boat	yacht	False	other	test
guard	dagger	False	other	test
shovel	smile	False	other	test
elevator	library	False	other	test
freezer	device	True	hyper	test
muzzle	revolver	False	other	test
fur	beaver	False	other	test
villa	lodging	True	hyper	test
bottle	artifact	True	hyper	test
stone	cherry	False	other	test
hotel	pub	False	other	test
lettuce	produce	True	hyper	test
box	mortality	False	other	test
ear	corn	False	other	test
wood	sofa	False	other	test
eye	cow	False	other	test
goldfish	guitar	False	other	test
cypress	tree	True	hyper	test
fox	predator	True	hyper	test
bout	cello	False	other	test
rat	mammal	True	hyper	test
horse	beast	True	hyper	test
appliance	television	False	other	test
londoner	herring	False	other	test
mammal	elephant	False	other	test
spade	object	True	hyper	test
oven	import	False	other	test
implementer	lion	False	other	test
whale	donkey	False	other	test
hammer	fork	False	other	test
pub	deity	False	other	test
starch	potato	False	other	test
beaver	eye	False	other	test
dolphin	cetacean	True	hyper	test
scooter	artifact	True	hyper	test
donkey	beast	True	hyper	test
willow	tree	True	hyper	test
lion	carnivore	True	hyper	test
authorisation	dagger	False	other	test
spoon	cutlery	True	hyper	test
animal	pheasant	False	other	test
cranberry	berry	True	hyper	test
logo	scarf	False	other	test
jet	frigate	False	other	test
scarf	covering	True	hyper	test
body	moth	False	other	test
ferry	vessel	True	hyper	test
glove	garment	True	hyper	test
truck	artifact	True	hyper	test
swan	crow	False	other	test
hotel	edifice	True	hyper	test
sofa	desk	False	other	test
grenade	arm	True	hyper	test
beast	cat	False	other	test
hospital	structure	True	hyper	test
shirt	artefact	True	hyper	test
jar	vessel	True	hyper	test
body	violin	False	other	test
inn	restaurant	False	other	test
rat	beast	True	hyper	test
beet	produce	True	hyper	test
piano	device	True	hyper	test
saxophone	object	True	hyper	test
bottle	artefact	True	hyper	test
good	stove	False	other	test
strawberry	fruit	True	hyper	test
oven	artifact	True	hyper	test
turtle	reptile	True	hyper	test
visitor	castle	False	other	test
tanker	artefact	True	hyper	test
object	axe	False	other	test
bomb	weapon	True	hyper	test
object	table	False	other	test
creature	cod	False	other	test
saw	object	True	hyper	test
ketchup	knife	False	other	test
vulture	animal	True	hyper	test
hornet	insect	True	hyper	test
ferry	vehicle	True	hyper	test
hatchet	iron	False	other	test
beetle	animal	True	hyper	test
restaurant	construction	True	hyper	test
robe	hat	False	other	test
alligator	beast	True	hyper	test
fuse	bomb	False	other	test
back	coat	False	other	test
hammer	tool	True	hyper	test
axe	spade	False	other	test
scarf	garment	True	hyper	test
rifle	gun	True	hyper	test
frog	beast	True	hyper	test
car	artefact	True	hyper	test
knife	tool	True	hyper	test
mammal	deer	False	other	test
castle	site	True	hyper	test
wardrobe	artifact	True	hyper	test
fighter	airplane	True	hyper	test
produce	cucumber	False	other	test
tiger	bull	False	other	test
table	furnishing	True	hyper	test
fox	canine	True	hyper	test
television	good	True	hyper	test
plant	elm	False	other	test
glove	historian	False	other	test
herring	seafood	True	hyper	test
villa	pub	False	other	test
jacket	cloak	False	other	test
silk	blouse	False	other	test
claw	eagle	False	other	test
object	dresser	False	other	test
vulture	creature	True	hyper	test
creature	fox	False	other	test
tail	cod	False	other	test
appliance	phone	False	other	test
crow	bird	True	hyper	test
oven	commodity	True	hyper	test
fork	artefact	True	hyper	test
glove	clothes	True	hyper	test
pistol	object	True	hyper	test
plum	apple	False	other	test
television	commodity	True	hyper	test
creature	gorilla	False	other	test
phone	commodity	True	hyper	test
tuna	animal	True	hyper	test
whale	seafood	True	hyper	test
shovel	object	True	hyper	test
jet	vehicle	True	hyper	test
dove	bounce	False	other	test
object	guitar	False	other	test
dress	clothing	True	hyper	test
bird	sparrow	False	other	test
corn	food	True	hyper	test
violin	object	True	hyper	test
grape	apricot	False	other	test
telephone	fridge	False	other	test
villa	accommodation	True	hyper	test
copper	flute	False	other	test
hat	blouse	False	other	test
spade	tool	True	hyper	test
cod	fish	True	hyper	test
object	trumpet	False	other	test
antenna	wasp	False	other	test
beetle	insect	True	hyper	test
catfish	gill	False	other	test
shirt	clothes	True	hyper	test
violin	club	False	other	test
ambulance	conveyance	True	hyper	test
hat	headdress	True	hyper	test
canine	coyote	False	other	test
eye	swan	False	other	test
arm	jacket	False	other	test
metal	ambulance	False	other	test
steel	saw	False	other	test
bit	horse	False	other	test
pheasant	bird	True	hyper	test
scarf	garrison	False	other	test
revolver	arm	True	hyper	test
coat	hem	False	other	test
wear	coat	False	other	test
vest	trousers	False	other	test
villa	structure	True	hyper	test
assessor	giraffe	False	other	test
coat	covering	True	hyper	test
dagger	bomb	False	other	test
ant	animal	True	hyper	test
hotel	building	True	hyper	test
bed	artefact	True	hyper	test
freezer	artefact	True	hyper	test
garlic	seasoning	True	hyper	test
vest	apparel	True	hyper	test
alcohol	cottage	False	other	test
alligator	carnivore	True	hyper	test
fork	object	True	hyper	test
spoon	object	True	hyper	test
sanctity	phone	False	other	test
frog	turtle	False	other	test
shirt	object	True	hyper	test
cloak	trousers	False	other	test
sieve	glass	False	other	test
owl	creature	True	hyper	test
vehicle	glider	False	other	test
lion	creature	True	hyper	test
glove	wear	True	hyper	test
eagle	raptor	True	hyper	test
penguin	seabird	True	hyper	test
scissors	hammer	False	other	test
helicopter	conveyance	True	hyper	test
dolphin	mammal	True	hyper	test
castle	housing	True	hyper	test
cello	device	True	hyper	test
jacket	dress	False	other	test
battleship	lack	False	other	test
trumpet	instrument	True	hyper	test
cloak	stigma	False	other	test
foot	dove	False	other	test
top	piano	False	other	test
wardrobe	characteristic	False	other	test
revolver	object	True	hyper	test
cottage	edifice	True	hyper	test
inside	truck	False	other	test
penguin	teddy	False	other	test
cloak	commodity	True	hyper	test
spinach	cucumber	False	other	test
washer	affluence	False	other	test
deer	beast	True	hyper	test
garlic	produce	True	hyper	test
cello	parking	False	other	test
elephant	hospital	False	other	test
owl	raptor	True	hyper	test
chair	table	False	other	test
phone	cable	False	other	test
dove	animal	True	hyper	test
fridge	object	True	hyper	test
pattern	sweater	False	other	test
cello	artifact	True	hyper	test
car	yacht	False	other	test
skin	dolphin	False	other	test
fruit	apple	False	other	test
goat	vertebrate	True	hyper	test
antenna	stereo	False	other	test
cottage	home	True	hyper	test
generation	eagle	False	other	test
banjo	flute	False	other	test
wrench	tool	True	hyper	test
glove	object	True	hyper	test
sofa	artefact	True	hyper	test
beaver	mammal	True	hyper	test
knife	utensil	True	hyper	test
exterior	bottle	False	other	test
elephant	beaver	False	other	test
creature	mackerel	False	other	test
mammal	donkey	False	other	test
artifact	couch	False	other	test
coat	clothes	True	hyper	test
jet	artifact	True	hyper	test
cannon	device	True	hyper	test
scarf	trouser	False	other	test
spade	sieve	False	other	test
dress	zone	False	other	test
whale	windshield	False	other	test
dishwasher	object	True	hyper	test
washer	device	True	hyper	test
kitchenware	jar	False	other	test
screwdriver	utensil	True	hyper	test
hat	good	True	hyper	test
object	missile	False	other	test
artifact	spade	False	other	test
hawk	creature	True	hyper	test
head	beetle	False	other	test
turnip	produce	True	hyper	test
dresser	furniture	True	hyper	test
gill	goldfish	False	other	test
hat	apparel	True	hyper	test
squirrel	rodent	True	hyper	test
grasshopper	childhood	False	other	test
kalashnikov	rifle	False	other	test
revolver	gun	True	hyper	test
carp	animal	True	hyper	test
swan	waterfowl	True	hyper	test
coyote	petal	False	other	test
dagger	artefact	True	hyper	test
turnip	dyslexia	False	other	test
plume	pigeon	False	other	test
flute	o	False	other	test
screwdriver	object	True	hyper	test
broccoli	food	True	hyper	test
mug	artefact	True	hyper	test
squirrel	goat	False	other	test
jet	color	False	other	test
structure	library	False	other	test
cockroach	bust	False	other	test
cabbage	produce	True	hyper	test
vest	artefact	True	hyper	test
cathedral	building	True	hyper	test
chair	artefact	True	hyper	test
tiger	creature	True	hyper	test
parsley	minibus	False	other	test
dove	bird	True	hyper	test
cauliflower	food	True	hyper	test
truck	vehicle	True	hyper	test
grape	reef	False	other	test
stair	cathedral	False	other	test
shirt	artifact	True	hyper	test
supply	freezer	False	other	test
scooter	transport	True	hyper	test
spinach	cauliflower	False	other	test
animal	bear	False	other	test
turtle	creature	True	hyper	test
cat	carnivore	True	hyper	test
stove	device	True	hyper	test
artefact	grenade	False	other	test
owl	veracity	False	other	test
pheasant	sparrow	False	other	test
gorilla	beast	True	hyper	test
spoon	empathy	False	other	test
bazooka	gun	False	other	test
fox	mouth	False	other	test
ship	battleship	False	other	test
fox	animal	True	hyper	test
hospital	building	True	hyper	test
transport	train	False	other	test
hatchet	cutlery	True	hyper	test
sheep	beast	True	hyper	test
glider	aircraft	True	hyper	test
couch	object	True	hyper	test
lime	fruit	True	hyper	test
oak	poplar	False	other	test
spoon	head	False	other	test
scarf	fabric	False	other	test
goat	mammal	True	hyper	test
rat	cow	False	other	test
artefact	stereo	False	other	test
conveyance	glider	False	other	test
snake	creature	True	hyper	test
coyote	animal	True	hyper	test
hammer	artifact	True	hyper	test
grapefruit	fruit	True	hyper	test
revolver	merchandising	False	other	test
coat	artifact	True	hyper	test
hatchet	weapon	True	hyper	test
truck	artefact	True	hyper	test
leg	cockroach	False	other	test
apple	peach	False	other	test
spade	shovel	False	other	test
barrel	rifle	False	other	test
pineapple	banana	False	other	test
cucumber	garlic	False	other	test
shovel	utensil	True	hyper	test
bear	vertebrate	True	hyper	test
potato	vegetable	True	hyper	test
robe	front	False	other	test
shirt	legend	False	other	test
blouse	wear	True	hyper	test
glider	front	False	other	test
pig	mammal	True	hyper	test
frog	force	False	other	test
freezer	plug	False	other	test
drum	saxophone	False	other	test
jacket	artifact	True	hyper	test
sword	object	True	hyper	test
fleece	coat	False	other	test
dagger	object	True	hyper	test
hospital	patient	False	other	test
bottle	bag	False	other	test
dolphin	animal	True	hyper	test
peach	fruit	True	hyper	test
giraffe	vertebrate	True	hyper	test
ant	insect	True	hyper	test
radio	good	True	hyper	test
artifact	screwdriver	False	other	test
tobacco	vest	False	other	test
scarf	good	True	hyper	test
gorilla	animal	True	hyper	test
dresser	furnishing	True	hyper	test
screwdriver	tool	True	hyper	test
outing	television	False	other	test
fleece	jacket	False	other	test
vehicle	bomber	False	other	test
giraffe	mammal	True	hyper	test
cedar	plant	True	hyper	test
yacht	artefact	True	hyper	test
durability	jet	False	other	test
wasp	insect	True	hyper	test
learner	fridge	False	other	test
turtle	amphibian	True	hyper	test
gorilla	vertebrate	True	hyper	test
taste	bomber	False	other	test
cedar	sense	False	other	test
hat	object	True	hyper	test
bag	luggage	True	hyper	test
coyote	predator	True	hyper	test
paw	lion	False	other	test
television	object	True	hyper	test
glider	artifact	True	hyper	test
cloak	greenbelt	False	other	test
jet	conveyance	True	hyper	test
fridge	commodity	True	hyper	test
cloak	blouse	False	other	test
cat	goat	False	other	test
grapefruit	pineapple	False	other	test
flute	artefact	True	hyper	test
device	saxophone	False	other	test
eye	cat	False	other	test
cashmere	scarf	False	other	test
hat	garment	True	hyper	test
carrot	produce	True	hyper	test
gun	arm	True	hyper	test
cat	animal	True	hyper	test
beet	vegetable	True	hyper	test
bottle	label	False	other	test
bus	artifact	True	hyper	test
ambulance	artefact	True	hyper	test
bag	incontinence	False	other	test
missile	artifact	True	hyper	test
plumage	penguin	False	other	test
villa	wood	False	other	test
lodging	cottage	False	other	test
sweater	object	True	hyper	test
fork	tooth	False	other	test
topside	battleship	False	other	test
pineapple	food	True	hyper	test
giraffe	herbivore	True	hyper	test
snake	reptile	True	hyper	test
crow	animal	True	hyper	test
van	conveyance	True	hyper	test
hat	headgear	True	hyper	test
trout	fish	True	hyper	test
knife	kitchenware	True	hyper	test
clothing	glove	False	other	test
spade	wrench	False	other	test
scarf	object	True	hyper	test
lion	predator	True	hyper	test
sword	arm	True	hyper	test
circumcision	bag	False	other	test
device	gun	False	other	test
cello	artefact	True	hyper	test
joke	coat	False	other	test
spear	arm	True	hyper	test
wizard	spear	False	other	test
fork	saw	False	other	test
kalashnikov	revolver	False	other	test
scarf	accessory	True	hyper	test
stereo	system	True	hyper	test
axe	utensil	True	hyper	test
woodpecker	wheel	False	other	test
gun	object	True	hyper	test
robe	clothing	True	hyper	test
cod	gender	False	other	test
phone	system	True	hyper	test
dagger	missile	False	other	test
stove	artefact	True	hyper	test
sweater	button	False	other	test
cottage	housing	True	hyper	test
goose	bird	True	hyper	test
sweater	artefact	True	hyper	test
bowl	container	True	hyper	test
pig	vertebrate	True	hyper	test
helicopter	artifact	True	hyper	test
pistol	cartridge	False	other	test
butterfly	insect	True	hyper	test
jacket	scrutiny	False	other	test
bear	cat	False	other	test
inn	pub	False	other	test
television	equipment	True	hyper	test
artifact	knife	False	other	test
turnip	radish	False	other	test
phone	washer	False	other	test
cello	object	True	hyper	test
bull	animal	True	hyper	test
grasshopper	insect	True	hyper	test
scarf	artefact	True	hyper	test
cranberry	fruit	True	hyper	test
rabbit	audit	False	other	test
whale	cod	False	other	test
object	rifle	False	other	test
bus	contracting	False	other	test
pine	tooling	False	other	test
citrus	lime	False	other	test
airplane	jet	False	other	test
boy	glider	False	other	test
screwdriver	drain	False	other	test
whale	vertebrate	True	hyper	test
grape	food	True	hyper	test
blouse	good	True	hyper	test
bookshop	stove	False	other	test
tail	coyote	False	other	test
desk	furniture	True	hyper	test
frog	amphibian	True	hyper	test
telephone	stove	False	other	test
cloth	table	False	other	test
tanker	craft	True	hyper	test
